"ID_Predators_individuals","ID_species","Lifestage","Sex","Length","stomach_part","number_of_prey","total_weight_g","latin_name","ID_sampling","station_name","dates","aggregated.dates","key.to.environment","corresponding.benthic.date","time.difference","temperature","Salinity"
10546,3,NA,10,17,"Vorderdarm oder Magen",1,10,"Pectinaria koreni",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10546,3,NA,10,17,"Mitteldarm",1,1,"Abra alba",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10546,3,NA,10,17,"Mitteldarm",1,45,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10546,3,NA,10,17,"Mitteldarm",NA,12,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10548,3,NA,10,19,"Vorderdarm oder Magen",1,33,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10548,3,NA,10,19,"Mitteldarm",1,105,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10548,3,NA,10,19,"Mitteldarm",1,28,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10548,3,NA,10,19,"Mitteldarm",3,9,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10548,3,NA,10,19,"Mitteldarm",NA,15,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10548,3,NA,10,19,"Mitteldarm",3,71,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10549,3,NA,20,15,"Vorderdarm oder Magen",NA,29,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10549,3,NA,20,15,"Mitteldarm",1,2,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10549,3,NA,20,15,"Mitteldarm",NA,10,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10550,3,NA,20,19,"Vorderdarm oder Magen",1,1,"Unidentified Polychaeta remains",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10550,3,NA,20,19,"Mitteldarm",1,1,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10550,3,NA,20,19,"Mitteldarm",1,6,"Disoma multisectosum",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10550,3,NA,20,19,"Mitteldarm",NA,2,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10551,3,NA,10,17,"Mitteldarm",1,20,"Various Bivalvia",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Vorderdarm oder Magen",1,112,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Vorderdarm oder Magen",1,282,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Mitteldarm",27,73,"Abra alba",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Vorderdarm oder Magen",1,10,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Mitteldarm",1,2,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Mitteldarm",1,1,"Ophiura albida",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Mitteldarm",2,4,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Mitteldarm",1,33,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10552,3,NA,10,23,"Mitteldarm",NA,4,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10553,3,NA,10,22,"Vorderdarm oder Magen",1,211,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10553,3,NA,10,22,"Vorderdarm oder Magen",NA,230,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Vorderdarm oder Magen",5,12,"Abra alba",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Vorderdarm oder Magen",1,1,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Vorderdarm oder Magen",1,2,"Ophiura albida",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Mitteldarm",18,52,"Abra alba",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Mitteldarm",17,48,"Ophiura albida",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Mitteldarm",1,23,"Pherusa plumosa",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Mitteldarm",1,4,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10554,3,NA,20,24,"Mitteldarm",NA,39,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10555,3,NA,10,25,"Vorderdarm oder Magen",NA,41,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10555,3,NA,10,25,"Mitteldarm",NA,143,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10555,3,NA,10,25,"Mitteldarm",2,4,"Abra alba",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10556,3,NA,20,24,"Vorderdarm oder Magen",1,538,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10557,3,NA,10,22,"Mitteldarm",1,81,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10557,3,NA,10,22,"Vorderdarm oder Magen",1,80,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10557,3,NA,10,22,"Mitteldarm",1,187,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10558,3,NA,20,22,"Mitteldarm",1,2,"Other Gastropoda",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10558,3,NA,20,22,"Mitteldarm",7,12,"Abra alba",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10558,3,NA,20,22,"Mitteldarm",1,6,"Various Bivalvia",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10558,3,NA,20,22,"Mitteldarm",3,4,"Gastosaccus spinifer",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10558,3,NA,20,22,"Mitteldarm",NA,8,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10558,3,NA,20,22,"Mitteldarm",11,15,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10559,3,NA,10,21,"Mitteldarm",2,2,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10559,3,NA,10,21,"Mitteldarm",1,17,"Various Bivalvia",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10559,3,NA,10,21,"Mitteldarm",NA,2,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10560,3,NA,10,25,"Vorderdarm oder Magen",1,114,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10560,3,NA,10,25,"Vorderdarm oder Magen",NA,47,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10560,3,NA,10,25,"Mitteldarm",NA,13,"Ophiura albida",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10560,3,NA,10,25,"Mitteldarm",1,6,"Unidentified Polychaeta remains",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10560,3,NA,10,25,"Mitteldarm",NA,89,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10560,3,NA,10,25,"Mitteldarm",NA,3,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10561,3,NA,10,22,"Vorderdarm oder Magen",2,64,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10561,3,NA,10,22,"Mitteldarm",3,34,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10561,3,NA,10,22,"Mitteldarm",NA,5,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10562,3,NA,10,22,"Mitteldarm",1,2,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10562,3,NA,10,22,"Mitteldarm",NA,1,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10565,3,NA,10,26,"Vorderdarm oder Magen",5,396,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10566,3,NA,20,29,"Vorderdarm oder Magen",4,994,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10566,3,NA,20,29,"Vorderdarm oder Magen",1,31,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10566,3,NA,20,29,"Mitteldarm",1,3,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10566,3,NA,20,29,"Mitteldarm",1,108,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10567,3,NA,10,29,"Vorderdarm oder Magen",1,436,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10567,3,NA,10,29,"Vorderdarm oder Magen",2,8,"Ophiura albida",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10567,3,NA,10,29,"Mitteldarm",1,2,"Diastylis rathkei",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10567,3,NA,10,29,"Mitteldarm",9,17,"Ophiura albida",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10567,3,NA,10,29,"Mitteldarm",NA,14,"Fish offal (Fischereireste)",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10567,3,NA,10,29,"Mitteldarm",NA,5,"Macerated",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10569,3,NA,20,33,"Vorderdarm oder Magen",1,587,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10569,3,NA,20,33,"Vorderdarm oder Magen",1,38,"Nephthys spp.",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10569,3,NA,20,33,"Mitteldarm",1,334,"Cyprina islandica",5,"Millionenviertel","1968-03-20","1968-03-20",240,"1968-03-15",5,3.8,16.366
10570,3,2,10,19,"Vorderdarm oder Magen",NA,2,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10570,3,2,10,19,"Vorderdarm oder Magen",2,30,"Pherusa plumosa",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10570,3,2,10,19,"Mitteldarm",1,4,"Pectinaria koreni",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10570,3,2,10,19,"Mitteldarm",1,9,"Various Bivalvia",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10570,3,2,10,19,"Mitteldarm",NA,9,"Unidentified Polychaeta remains",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10570,3,2,10,19,"Mitteldarm",NA,13,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10571,3,1,10,17,"Mitteldarm",NA,2,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10572,3,1,10,15,"Mitteldarm",NA,2,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10572,3,1,10,15,"Vorderdarm oder Magen",2,1,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10572,3,1,10,15,"Mitteldarm",NA,2,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10573,3,2,20,19,"Vorderdarm oder Magen",2,4,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10573,3,2,20,19,"Vorderdarm oder Magen",5,9,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10573,3,2,20,19,"Mitteldarm",1,1,"Gastosaccus spinifer",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10573,3,2,20,19,"Mitteldarm",29,50,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10573,3,2,20,19,"Mitteldarm",NA,4,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10573,3,2,20,19,"Mitteldarm",NA,10,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10574,3,2,10,18,"Vorderdarm oder Magen",23,20,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10574,3,2,10,18,"Vorderdarm oder Magen",1,1,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10574,3,2,10,18,"Mitteldarm",1,1,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10574,3,2,10,18,"Mitteldarm",1,14,"Various Bivalvia",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10574,3,2,10,18,"Mitteldarm",NA,5,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10574,3,2,10,18,"Mitteldarm",NA,25,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10575,3,2,10,20,"Vorderdarm oder Magen",2,3,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10575,3,2,10,20,"Vorderdarm oder Magen",3,16,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10575,3,2,10,20,"Mitteldarm",2,2,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10575,3,2,10,20,"Mitteldarm",14,28,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10575,3,2,10,20,"Mitteldarm",NA,1,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10576,3,2,20,18,"Mitteldarm",1,1,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10576,3,2,20,18,"Vorderdarm oder Magen",11,20,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10576,3,2,20,18,"Mitteldarm",NA,28,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10576,3,2,20,18,"Mitteldarm",NA,20,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10577,3,2,10,20,"Mitteldarm",2,3,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10577,3,2,10,20,"Vorderdarm oder Magen",5,10,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10577,3,2,10,20,"Mitteldarm",NA,7,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10577,3,2,10,20,"Mitteldarm",NA,6,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10578,3,2,20,17,"Vorderdarm oder Magen",5,8,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10578,3,2,20,17,"Vorderdarm oder Magen",1,2,"Gastosaccus spinifer",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10578,3,2,20,17,"Mitteldarm",4,6,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10578,3,2,20,17,"Mitteldarm",1,1,"Gastosaccus spinifer",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10578,3,2,20,17,"Mitteldarm",NA,9,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Vorderdarm oder Magen",7,11,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Vorderdarm oder Magen",1,21,"Various Bivalvia",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Mitteldarm",34,62,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Vorderdarm oder Magen",13,18,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Mitteldarm",1,2,"Nephthys spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Mitteldarm",NA,12,"Aphroditidae spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10579,3,2,20,20,"Mitteldarm",NA,31,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10580,3,2,10,19,"Mitteldarm",NA,5,"Unidentified Polychaeta remains",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10580,3,2,10,19,"Mitteldarm",3,3,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10580,3,2,10,19,"Mitteldarm",NA,4,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10581,3,2,10,18,"Vorderdarm oder Magen",1,13,"Disoma multisectosum",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10581,3,2,10,18,"Vorderdarm oder Magen",1,1,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10581,3,2,10,18,"Mitteldarm",1,10,"Unidentified Polychaeta remains",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10581,3,2,10,18,"Mitteldarm",NA,4,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10582,3,2,10,17,"Vorderdarm oder Magen",7,6,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10582,3,2,10,17,"Vorderdarm oder Magen",2,3,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10582,3,2,10,17,"Mitteldarm",1,1,"Abra alba",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10582,3,2,10,17,"Mitteldarm",4,4,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10582,3,2,10,17,"Mitteldarm",NA,3,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10582,3,2,10,17,"Mitteldarm",NA,10,"Unidentified Polychaeta remains",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10583,3,2,10,19,"Mitteldarm",2,2,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10583,3,2,10,19,"Vorderdarm oder Magen",1,5,"Nephthys spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10583,3,2,10,19,"Mitteldarm",NA,4,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10583,3,2,10,19,"Mitteldarm",1,12,"Nephthys spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10584,3,2,10,17,"Vorderdarm oder Magen",3,2,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10585,3,2,20,15,"Mitteldarm",5,7,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10585,3,2,20,15,"Mitteldarm",2,6,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10585,3,2,20,15,"Mitteldarm",NA,2,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10586,3,2,10,19,"Vorderdarm oder Magen",3,2,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10586,3,2,10,19,"Mitteldarm",1,1,"Abra alba",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10586,3,2,10,19,"Mitteldarm",2,2,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10586,3,2,10,19,"Mitteldarm",2,1,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10586,3,2,10,19,"Mitteldarm",NA,5,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10587,3,2,20,19,"Mitteldarm",1,1,"Gastosaccus spinifer",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10587,3,2,20,19,"Mitteldarm",2,2,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10587,3,2,20,19,"Mitteldarm",NA,1,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10588,3,1,10,16,"Mitteldarm",7,10,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10588,3,1,10,16,"Mitteldarm",NA,7,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Vorderdarm oder Magen",2,17,"Abra alba",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Vorderdarm oder Magen",1,2,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Vorderdarm oder Magen",1,2,"Various Groups",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Vorderdarm oder Magen",8,7,"Harmothoe spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Mitteldarm",NA,286,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Mitteldarm",1,19,"Nephthys spp.",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Mitteldarm",1,1,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10590,3,2,10,25,"Mitteldarm",7,46,"Abra alba",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10591,3,2,10,22,"Vorderdarm oder Magen",NA,46,"Fish offal (Fischereireste)",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10591,3,2,10,22,"Mitteldarm",NA,200,"Fish offal (Fischereireste)",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10591,3,2,10,22,"Mitteldarm",NA,2,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10592,3,2,10,21,"Mitteldarm",NA,1,"Macerated",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10592,3,2,10,21,"Mitteldarm",2,4,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
10593,3,2,20,21,"Mitteldarm",21,30,"Diastylis rathkei",8,"Millionenviertel","1968-05-22","1968-05-22",241,"1968-05-15",7,8.8,10.849
